ID,Feed,Sentiment
,rajel w sid erjel,Positive
,Bravo ya semi,Positive
,شتقصد !!!!!! عمرنا مكرهناها كوثر بالحاج بالعكس نحبوها كل,Positive
,"أمسط إنسان عرفتو في حياتي،،،،،",Negative
,"باي باي تونس""",Negative
,اعلام العار بامتياز,Negative
,راجل راجل,Positive
,bravo lel wzir 3la 5ater klamou s7i7,Positive
,Málla sel3a,Negative
,وليد التونسي لحقيقة قبل ما يعجبنيش برشا أما بعد الموقف الي خذاه من هالفئة الجديدة الي تسمي روحها بالجنس الثالث كبر في عيني برشا و عجبني خاصة كي رد على سي رأفة,Positive
,زيدو علمو الشباب الفساد,Negative
,Te3jebni w mahich masta kif barcha minhom inti,Positive
,amsset rajol f tari5 elbachariya,Negative
,Pfffff walahi amset wahda fi awled moufida deja nchoufou fiha azza masta barcha 👎,Negative
,M3allem.,Positive
,Mmstou,Negative
,n77eeeeebha yaser,Positive
,El kapo,Positive
,A7laaaaaa ja3fouuuurrr bravooo💟💟💟💟,Positive
,بورجوليا يا سامي نكتلها امها بقلة الحياة,Negative
,معلم يرحم والديك برتلي على قلبي,Positive
,lehak masseta,Negative
,هي و شنوه المشكل علاش تقلنا احنا هههههههه ملا تفاهة,Negative
,swayet,Positive
,يا اللّه هو في كده هه😍زين و تربية ❤,Positive
,حلوة,Positive
,امونة الغالية :*,Positive
,bravo olfa,Positive
,Bravo Ja3four rabi m3ak,Positive
,bien,Positive
,Yesser ji3ana,Positive
,أحمد الأندلسي سيييييدك يا نكرة.....اشكونك إنت يا ماسطة.....يا فرحة الراجل إلي باش ياخذك وفرحة بوك......وهف يهزك.,Negative
,ya khouia mebeldek w mamsstek,Negative
,Hhhhhh 7lowa,Positive
,Machalah,Positive
,راس المنصبة,Negative
,Malla mantak 3andou hedha Ahmed landolsi klem ma yetkalech fi TV w ness tetfarej chnowa hedha? Chneya l émission hedhi ? ........,Negative
,توفيق الغربي نوع من الارهاب السمعي و البصري والمعنوي بالنسبه ليا خييبييبببببببت,Negative
,بنديرمان مقعار من قعر الخابية,Negative
,Behya w n7ebha,Positive
,Ma3azha,Positive
,نقيب داعش في تونس,Negative
,M3aleeem 3jebnii klemou bsara7a,Positive
,سيدة محترمة و مثال للمرأة التونسية,Positive
,Nekraaha ffffff,Negative
,Maset,Negative
,واحد جبري ومسخ ومأ يعرش يحكي,Negative
,محلاها أما تحسها تزوي برشا كي تبدى تحكي !,Positive
,فدلاك و ضامر,Positive
,Ena n7ebha,Positive
,برفووووو خديجة,Positive
,عز الناس امرأة ب 100 رجل. برافو محرزية اخلاق و خلق,Positive
,Hhhhh bravo,Positive
,"تي ماللخر راك انسان بوهالي تعمل في Buzz و بن علي ماهوش راجع ود""",Negative
,7lowa lfaza,Positive
,Testa7a9 eta9dir,Positive
,Miboune w ta7ann,Negative
,برافو خالد شوكات ....,Positive
,جاهل متاع راس لنبوط ...,Negative
,مشاء  الله,Positive
,تافهة و ماسطة و اغانيها اتفه منها 👎👎,Negative
,ياسر كذابه نافخه شفايفها و شاحطه وجها و تقول منيش عامله ملا مريضه مناظر مقلبه,Negative
,yaaaaaa amoun 3ssaaaaal :D,Positive
,Ma7lekom yasir mwatin b3dhkom,Positive
,انت معلم  خوي لكبير,Positive
,Dhaher masta.5atr mafih kan kmastin,Negative
,جعفر محلاك انت حليت سهر والله,Positive
,Brabiiiii rakkkkk kerthaaaaaa makech mtaa talvza chnéya soueletttt lbhéma mme mehrzéya tetfarej fih lfilm ??? Yekki msatekkkk a ce point ??? Ehtram w taalem kifeh tesell ?!! Vraiment tu es grave bhemaaaaaaa tastikaaaaa tkosss alihom lklem matatach tetsarechh!! Pffffff,Negative
,Bravo walid inti m3alim,Positive
,يا طحان تفووووووووه,Negative
,كلب كبير,Negative
,بنت بلادي فلة..,Positive
,رجل دين رغم انف المخنثين الشمسيين,Positive
,بفففف نكرها ماسطة هذي تمثل على روحها موش ممثلة ربي يهديها وتمشي تقراء على روحها خير,Negative
,Mas9tha touz fik,Negative
,Machallah,Positive
,yo9tel b dha7ek wasel hhhhhhhhhhhhhhhhhhhh 3andou barcha dhmar,Positive
,راجل,Positive
,m3allma (y),Positive
,نأيدو هو و احمد الاندلسي ... كلامو عجبني و في بلاصتو,Positive
,محلاك عيشوشة نموت عليك 😻😍😘,Positive
,Maset!!,Negative
,"ربي ينتقم منكم انشاءالله على العهر والفواحش اللي تعملوا فيها, وبعد تقعدوا تتباكاو وتقولوا مش نفلسو,  ربي يقصمكم انشالله",Negative
,Mouch mnha mn semi el fehri el miboun  mao tayhouha fih fel habs we mn ghadi bdet lahkeya tfoooooooooooooh alih,Negative
,Mahlek,Positive
,كارثة 😡,Negative
,Walah rajel,Positive
,Lokza mamstou 9edech msatek khih,Negative
,ياسر ياسر حلو المسلسل اتمنيت راني نمثل فيه عندي خبرة ومثلت قبل انشاء الله خويا يامي في انتاجا تك الجايا,Positive
,عنده الحق و بلادنا ضايعة من قبل و زادت توا باسم الديمقراطية,Positive
,mahlek ya zina mra w 3lik el klem,Positive
,غرغر يا غراب,Negative
,Hahahahahah 3alamiya,Positive
,فننننننان و معلم,Positive
,محلاهم و خاصة الفتاة ♥,Positive
,3aychoucha Tbarkallah 3lik,Positive
,فنانةراقي ويستحق كل الاحترام تي هوما فنانين شلاويح ويحكيو برواحهم ااف تحية للكبير صلاح مصباح,Positive
,إنسان منحط و مسخ و تاريخو سابقو مع قحاب المسرح اللي بعد ما تعطي و يطلعلها الدور المسرحي معفط تولي تبكي و تشكي ..الحاصل كي سيدي كي جوادو كيف البرنامج كيف ضيوفو ..تاريخ الدهماني عند حبوبة و صلاح مصباح وأش كليتي لوح يا براكة..و صحافي المجاري لطفي سواد رغم أنه في بعض الأحيان يقول كلمة في بلاصتها إلا أنه قواد و صحافي البلاط و شكون يدفع أكثر و معروف عنه أنه متحيل و لحبيب جغام مدفون في الإذاعة على نفس النسق من عهد بورقيبة و يزيد يفرض على الإذاعات الخاصة نفس البرمجة لوغة ناس بكري في ناس ليوم نصيحة مني حاول قدم و هات شيء جديد ومفيد خير من الوحلة اللي واحلها و سمير ديلو أحد لصوص النهضة كرشو و صلعتو كبرت و تقلبت الفيستة يا عفاط و التاريخ لن يرحمك و الترويكا و شيخكم شيخ الوبنة الخريجي و هاك المقدم الباسل و الأسئلة الوبنية الفكرية شنية المغزى من إنك تجيب تصويرة كاترين زيتا جونز لواحد ليبيدو و تسألو تقلو شنية تقول ..أنا نقلك جاب ربي ما جاوبكش إنها تفكرو في أمك .. لستم أهل للحرية و إعلامكم عاهر و داعر و لستم أهل للحرية يليق بكم جائزة أعطي صرمك و هز ساقيك نعملك برنامج ليك .. كادوريم قزمت روحك بحضورك في برامج جايبينك باش ت...,Negative
,barvou rahmoni,Positive
,مستوى منحط ... جاهل متاع ...,Negative
,لمين صريح ورزين في كلاموا على ذاك أنا نحبو.برافو لمين النهدي,Positive
,bourjouliya braaaavooo,Positive
,Tmarith,Negative
,رقاص و لحاس الحجامة,Negative
,تفوه عليك,Negative
,pffffffffffffffffffff chamal geddach masi5,Negative
,تحية لاستاذتي درة والي قريت عندها سنة اولى حقوق اكثر من رائعة,Positive
,ماااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااسط وربي يهديكم امسط حلقه!!! بطاله وروتين وارهاب وزيد توفيق الغربي!!!!!,Negative
,تافه ركيك و بليد و مش متربي,Negative
,بصراحة محلاها زين و عين و تربية و رزانة,Positive
,كلكم خرررررررر.  ا,Negative
,"كتزيد في العلم وتتفلسف وتتعلط .وتتلاعب بابحديات لغة الظاد 
mala 7ala
كان حكيت على أسباب الفقر و الأرهاب ولقيتول الحل خير",Negative
,bravo dorra <3,Positive
,شبيها ولات هكا ماشيا وتمصاط,Negative
,ملًا رويق,Negative
,لعنة الله عليكم فى شهره المبارك,Negative
,هذيكا لمعلمة شكون كيفها وحدك و برا يا وجيهة,Positive
,التونسي طول عمرو منافق ,Negative
,pfffff ma5yebha za7,Negative
,برجولية ماسط لاسط.,Negative
,"طحان موش راجل ، تو ينحيو مايا و يجيبولنا ها الخوانجي تفوه عليه و على سامي الفهري معاه",Negative
,معلم شيخنا .. واصل,Positive
,bravo sahriya tayera w inchalleh dima heka min ghire siyesiyine ili jew kasroulna rousna,Positive
,ياسر طياره يعطيهم الصحه الاولاد الثلاثه,Positive
,ثرثار و اخاف من راضية,Negative
,مازلت غادي إنت مرزن ملايكتك,Negative
,برافوا لناجي جلول انك وطني باتم معنى الكلمة موش كيما الي يمدوا وجوههم  باش يبيضوا الارهاب,Positive
,يا سي امير راك ماسط ماتضحكش جملا والله  :p,Negative
,Top top top,Positive
,wallah i3lem l3aaaaaaaaaaaaaaaaaaaaaar,Negative
,ما احلاهم لخوات كيف يتروجلوا في بعضهم <3,Positive
,Mamsstou :/,Negative
,thabeeeeeeeeeeeeeeel mazyenha,Positive
,"تي قناة ماتكون كان صهيونية , عمرها ماجابت حاجة تنصر الدين . مختصة في الإنحلال الأخلاقي",Negative
,Mêla mon7at ye7sib fi ro7o Frank w noss w howa m jé chay ken masit lasit w lokza,Negative
,Ma3jbitniych elfaza,Negative
,Tbarklhh alihh,Positive
,Bravo Ahmed 👍👍,Positive
,مثقل عصو,Negative
,أنا مقاطع هذه القناة الكارثة,Negative
,"تجبد في مراء متوفية ",Negative
,Barvo,Positive
,hhh wa7dk kraim,Positive
,kaleb sa9it mete7chemiche,Negative
,Masta laaasta,Negative
,7ayawene,Negative
,راجل ع خاطروا تجمعي نعل بوك و بو التجمع و بو التوانسه الي خلاو التجمع يرجع. في اول ايام الثوره كل واحد قواد و طحان تجمع هج الخلا توه وليت توري في الرجوليه. حشا خلبقه الرحمان .,Negative
,كلبه خامجه هذا راينا بكل بساطه ؛ شكوني هالعافنه بش تقيم احمد الاندلسي ؛ انا اسمها مانعرفوش ؛ مثلت في فيلم خامج كيفها ؛ ولات تعطي في رايها هههه,Negative
,شكرا الي السيد نعيم على التضحية والصبر الكبير الذي ابتلى به خاصة إلى ابنة رحمة التي تعاني منذ الصغر من المرض الذي جعل. من حياتها شبه محطمة إلا أنها قاومت هدا المرض و واصلت مسيرتها الدراسية.  وادعوا لها ومن كل قلبي أن يشفيها آلله تعالى أمين. لقد تأثرت كثيرا لحالتكي وأعجبت بطريقة كلامك الرائع ويبقى الأمل.,Positive
,رووووووووووووووووعة بكل صراحة,Positive
,mizyena barrcha,Positive
,Mastin walah,Negative
,كارها تمثل فيلم الجميلة والوحش  ..ويوززززززززززع خخخخخخخخخخخخ,Negative
,شياطين الانس أعوذ بالله من الشيطان الرجيم 😡😡,Negative
,سمحة يا سر رابي وافقها,Positive
,yeeeeser maset laaaaaaset,Negative
,Maasstt -__-,Negative
,Walah rajel,Positive
,"حصة كاملة و لا واحد تقرب للشعب التونسي فيكم بكلمة طيبة و فيها ذكر للخالق قلوبكم و اعلامكم نفاق و كذب ..نسيتوا ربي ياخي نساكم في ارواحكم ..",Negative
,كذاب ونذل,Negative
,A3az wa7ed fihom bayrem,Positive
,"bahbar , farte9",Negative
,وجيهة الجندوبي ما انّجم نقوللها كان برافوووو و بتوفيق نشاء الله ^_^ <3,Positive
,To9tol aycha n7ebha barcha,Positive
,wa7dek 3aychoucha bravo 3and'ha mosta9bel kbir nchllh tkamel haka m3a eni m3ardhek 3al masra7ya eli bech ta3melha :),Positive
,masettt lasettt,Negative
,MALA MSA7 WIN YIMED WAJHA FI TÉLÉ nfed 3milina l3ar,Negative
,ماقالوش انت قليل حياء قلو هاذي قلة حياء,Negative
,Bravo Ahmed w allah rajel,Positive
,"متاع مفرخ والا متاع عزايز  ماسطة ماسطة لاسطة ،وهذيه النوعيه بابورها صفر واندثر",Negative
,ma7lehom la5wet ky y7essou beb3adhom,Positive
,Mamsto w marsnou chim 3lih rahit chi5 rchouda,Negative
,"مافديتوش منو  ، مايعرفش يناقش ، ماعندو حتى إضافة ...",Negative
,Mamsatha w marakha,Negative
,هذه القناة لا ارى لها فائدة اصلا لا يهمه المواطنولا مصلحته ولا توعيته في كل ما يخصه ’’’’الذي يهمخا الإثارة وكيف تغنم الكثير من الأموال حتى ولو على حساب الناس ’’’’’  ربي يستر تونس   وخراب تونس من اولادها,Negative
,mala.mahzala.hhhhhhhhhhhhhhhhh,Negative
,.اش.طبا.من.عصا.وكف.ياساقط,Negative
,Bsara7a 3jebni mae9fou fi mawthou3 lmathaliya ljensiya,Positive
,Yeser remezzzz,Negative
,Ahla baRnamaj malli bda wana ntabb3 fih,Positive
,malla mahzla !!,Negative
,شيك وسانباتيك,Positive
,نعمبو الوقت اللي ولا فيه الجرثومة هذا يعبر,Negative
,Te3jebni w n7enha,Positive
,wlh tho7ka 3almiya hhh,Positive
,Alah wahad,Positive
,. wlh bravo Karim bon chance w wmwafe9 inchalla,Positive
,Jaloul ya m3adhabhom :D,Positive
,Masat maja chay,Negative
,Ma3andi man9oul irajil rajil bravo walid,Positive
,يااأسسسررر مضروبة في روحههههااا للاااا بية نحب نقلها لباسسسسس؟؟,Negative
,"Fja3ni 
محلاها مرتك اله يحفضكم😊😍👍
ma7la zino ;)
9tltna dha7k .
cv southa 7low
Rajil mitroubi ou ikdim a3la rouhou
Bayouta ye mezyenaaaa tbarklh aalik tjrs jeune ma chère 😍
تبرك الله اعليها صوت حلو ومزيانة
راجل.ياوليد.انت.مثلتنا.احسن.تمثيل.برافو.وخروجك.احسن.ماتبقي.مع.الشلايك
معلم.
Mizyén
برافو عالمي
أحسن و أقوي قناة في تونس و أكثر ناس خادمة برافو واصلو و كيما يقولو عين الحسود فيها عود ...  Bravooooooooooo:*
منورة كلام الناس **
wajiha men a7sen el moumathlet fi tunis  w eni cha5siyan te3jebni barcha w n9olha ya3tik sa7a 3ali t9adim fih w inchalah men 7asan l a7sen :)
ديما متألقة بنجاحاتها  و  راح تكون ممثلة  مسرحية و تلفزية  كبيرة
lotfi momatel momtaz 3ale5r
فنّانة متكاملة ...صوت وأناقة ورشاقة وجمال...ان شاء الله ربّي يحفظها وان شاء الله تكمّل وتواصل النجاحات في مسيرتها الفنيّة
bravo jalloul
صوت روعة واصل امنة
راجل متثقف و واعي
Moumathla hayla  ta3rif tiadi dawrha
Raw3a
بلطي يا معلم إنشآء الله ديمة فالعلالي وربي يحميك
thabbbbel :*
ja3four dima nhebouk ma7lek
Bravo ki 9al lel 3arrafa manesm3ekch w mansad9ekch
Bravooo ena ye3jebni na3rfou f mosaique e
والله شكيب إنسان طيب ما احلاك اصلا كلام الناس بدون شكيب سامطة مع احتراماتي لآخرين وتحيا خاصة لتونس نموت عليكم بزاف والله
bravo la9ta 3alamiya
Ya wildi rak m3allim
Bel7a9 ja3far n7iib n9oliik kilmtiiiin a3miil il 5iiir w enseeeh"" w ""rabi ikathar mineek eneees""",Positive
," #bravo_balti""",Positive
,عسل الله,Positive
,بلاهي نوفل البهيم هزوه فدينا منو,Negative
,"Bravo Monsieur le ministre ,bonne continuation ya m3alem",Positive
,كمشة قرود يضحكو,Negative
,Ya m3allem wa7dek,Positive
,3asla w ma5af mléykitha,Positive
,محرزية العبيدي تتحول  إلى حداثية عرجاء مشوهة تتقن إزدواجية الخطاب....,Negative
,تفرج وحدك في قناة الزبالة,Negative
,كي تفرجت في حسان كنت نتبسم من غير ما نشعر هذا هو الإبداع الحقيقي انت فنان ومهبول ومبدع برافو,Positive
,Bravoo,Positive
,راك ماسط راك  لاسط,Negative
,Tbarkalah 3liha ma7leha,Positive
,محلاه أما ينقص شوى من هاك الشعر,Positive
,m3lem :*,Positive
,Bravo amin w enchallah men hassan ila ahssan,Positive
,وجيهة من أقوى الممثلات التوانسة و انا نحبها برشا,Positive
,حتى هو بقاو كان كعبتين يذكرونا بزمن التمثيل الجميل,Positive
,Mala chleka jeya meded wejhou hedhka 7adou Wlh matfhek tejbd fil mouta 7ata houma ma men3ouch yaltiiiiiif zeyed matfhek 3abd 7acha 5li9et ra7men,Negative
,masit w merig,Negative
,Mamstah !,Negative
,3ejbetni surtout ki tahki english,Positive
,"bravo wlh""",Positive
,"حاشاهم الڨوابسية منك يا تافه 
Yeser maset
انا منحبحاش و متعجبنيش
Masta
يا ناس اتّقو الله في انفسكم رااااااهو عييييب وحراااام تناقشو حاجة كيف هاذي. هذا يستاهل السجن بلا قلّو اقلية ومن حقنا....
البلاد داخلة في حيط السراق يسرقوا والفساد بركها الدولة والشعب لاهي بدغيج واولاد مفيدة
mamsatha
nafs rozen dali nahdi
masettttt .. laseeeeet nakrhou pffffff
ma5yeb lounou
amset zouz filhal9a
كرهتونا في المسلسلات 😵
مشكلت شكيب مع بن علي هي إلتقاطه للنساء كم أنت تافه يشكيب إنشاء الله تتعلم من عند لعباد إلي عمرها ما نكرت في أصلها مش كيفك نكرت في إنتمائك للنهضة
تاااااااااااااااافه ومااااااسط لاااااااسط ومنحط ومااااااارق ومساكن كان هاك المساجين ...هم الحبس وزادوا جابولهم هالشلاكة وماشي فيبالو يعمللهم فالمسرح !!!! اخخخخخيت اخخخيت
يجيب الرداد
Marzen mleyiktek w ma9al 7yek tfouh 3la hal mandher
ماصطة
ki zibla fi poubella
قرد و عطوه موزة.
مرييييييييييييييييييييييض
العيب فالي جابو واستدعاه باسم حرية التعبير اما قنات الحوار ضهر شكون اللوبي الي وراها .يا متاع المثلية يا سامي الفهري.العربي موش متاع حرية رجعولنا الدكتاتوريه
maset barcha kyarou fil radio w maya wini ? w rihem ben aliya masatha fi klamha b rjouliya kif maken klem ennes kir barchaaaaa
كلام الناس برنامج مختص في لمان الشلايك
Masta lasta tournage 3l 7ite
ya 5amej ya masa5
Chnakerhou halbhimmm
dharbitou edda3wa
ياسر مضروب في روحو
Pffff matefhek w mamestek 😒
إنسان ماسط برشا و ما يعجبنيش
مريض بمرض اسمه النهضة
Mala marek
امسط مخلوق على وجه الأرض
راك ماسط راك لاسط يا أمير و الله مالي بديت تظهر و لا عمري نتفكر مرة ضحكتني مالإخر ماكش ضامر بالكل
Molhed wild kalb
بصراحة جبري باااااارشا
mamstou  gdiiiiim
5wenji...............demou th8il
Ye w5ayeni mamstou w malkzou mehadhamtouch :/
ممسطها
Ma2sat
كلام الناس ومايا العاه‍رة ولطفي العماري المنافق ، ونوفل الديوث المايع ، وبوغلاب المرتزق.. دون ان ننسى سي علاء لمشاكلم الجنسية على اله‍وا ه‍ذه ه‍ي
خاطر فيه الزناء والفحشاء والشعب احيب يتفرج مع دارهم فى النفاق شعب غبى
يعطيكم هبطة الناس الكل جهنم و بؤس المصير
mahouch metrobi
تاااااااافهة و مستوى منحط فعلا خسارة فيها الجنسية التونسية
5mej w wsa5 rcd 9a3ed yo5roj.mala ntouna
ملا تفاهة
Etfouh 3likom elkol 7ata enachid lwatàni raj3ouh bil mezwed chay y2assef
mas lasit mahouch  idahek idahik ken fil jamhour mtaou bil flous
عورتو ي اماسيخ
ممسطه ومثقل ملايكته هل بدر عملولي منه بطل والبنات الكل هابلة عليه وهو كي الجحش
اتعيف مبلدك
Mossiba ta3 tounas
Tfooh
صعلوك بإمتياز
ماحلاكم
Ma5ybha tawa dahra rala 78i9tha bsmlaih mnha Ma5ybha ou haiya kiii chitan
توفيق الغربي ممثل فاشل و فكاهي ماسط لاسط
Tfouh
W7ed maset ki zebi
خخخخخخ تونس عندكم كلش محلل
Meskine chakib 3a9douh
Yesser masset
Wa7da 5amja we imas5a ou mtmathel 7ata mra tounsia lemra itounseya el 7ora ichrifa ili itala3 irjal wel 7rayer
مخ  الهدرة تحبوا عاللواط والسحاق والشذوذ ....باهي برشة!!!!!! الله يهلكم نحستونا وذليتونا بين البلدان تفو عليكم
Tfouh
مضروبة في روحها، مصطنعة و مخها  فارغ بدون تعليق
chay y3ayef eli ya3jbek fil7keya fi tounes ye5dho flous 3almsata
حمار سياسي
ياسر ماسط و رزين
صوتها خشين و يفجع !!
مخيبها هك
سلع مقلبة ... اذا خلى لك الجو فبيضي و فرخي
استغفر الله العظيم. جايبين شراب و ملهى في سيدي رمضان.!! تفووه عليكم خماج.!!😈
mella rahet mamistou
off marzan masrik inti willi  jebik
ممصطك ياحمزاوى  وبلله نقص من الهشاشة
mast ou blid barcha nans7ek bara trena sine7a 5ir
Ma555yeb rasou w mar5sssou kenou rajelll
Ppppffff
منافق و ماصط لاصط و جبري و تجمعي و طحان
كافون : ماسط و دمك رزين و مافيك ما يعجب هههههههههه ",Negative
,M3alma,Positive
,مااااااااااسط,Negative
,انا حسين الجزيري برودوي 100٪ نفاق وتبلعيط .. مخيبكم ومخيب سياستكم,Negative
,ama metrobbiiii,Positive
,شكيب انسان متربي والاعتذار من شيم الكبار برافوووو شكيب,Positive
,يحكي على الجهل و هو اكبر جاهل و منافق,Negative
,Ahsen 7al9a fi 2014 hhhhhhhhhhh,Positive
,طاقة صوتية و صدق مشاعر.,Positive
,يا جعفر مارقدنلش واتفرجنا فيك وربي معاك يا جعفور,Positive
,"Ma fhemtich 3lech yjibo fih hedha , mouch metrobi w monefi9 w masset lasset",Negative
,Oui bravoooo,Positive
,تافه,Negative
,mala... atfooooooh,Negative
,mamstou hal 5ra,Negative
,Mihrzia w zid chakib w zid 3lihom hekik marth amine guara mebldou w mamsstou w marznou he lokza,Negative
,"سلطانة المسارح، آما سلطانة بالرسمي موش كيف سي خونا",Positive
,"وخفة دم و روح ...",Positive
,"Hahahahahah Raw3aaaa :""D",Positive
,masta lasta,Negative
,Bravo rajil,Positive
,"Ya w7ayed 5aterha bentek
Ja3fourrrrr win yemchi m3ah ejaw w ethmar ma7leeek ja3fer bravo
ممثلة موهوبة :)
Mariouma <3 <3
rached ya m3allaem
يضحك برشا. نحبو
m3alem sa7bi
Bravo ya3tikom saha
Bravooo
برافو يا سي مقداد و نحنا رانا معاك واصل
la grande star kamil hakkkka
يعجبني
 ريم الرياحي "" فنانة في كلامها و في أناقتها و ديما متألقة و عندها الريشة و إنشاء الله ديما من أحسن للأحسن <3",Positive
,كبر وخرف,Negative
,raou3a,Positive
,خرّف ..,Negative
,بصاراحا فله شرفت المغرب العربي صوت قوي ومميز روعه,Positive
,Tayara wallah moutt bidha7ik,Positive
,جميلة,Positive
,Ena ta3jebni .ta7founa,Positive
,Tal3a moumathla ta7founa 7atta 3aychoucha zeda ma7leha,Positive
,Alkalb fehom houwa rachd maset laset maji chay,Negative
,Bravo Hannouna dima mnawra el émission tbarkalah 3lik ....,Positive
,اخخخ تفووووووه على هالرهط,Negative
,Bravo Mme Meherziya,Positive
,bravo,Positive
,M3alma :-) :-) :-),Positive
,Madame dorra walli bravoooo,Positive
,راجل راجل,Positive
,نمووووووت فيييييه,Positive
,ممسطو ومركو ملا منطق,Negative
,bsara7a mahich mte3 do7k w thmar,Negative
,Masssa55,Negative
,يعجبنييي,Positive
,Borjliya ma7lakom,Positive
,m3alim,Positive
,مسلسل قحاب وموبنة😮😮😮,Negative
,إنتي فنان قوي  super,Positive
,"تي المجتمع التونسي بكلوا كوارث و فساد زادا كملوا عليه القنوات الشيطانية مع العلم أنو رمضان من أفضل الشهور إلا أنو فما شياطين الإنس ما يجيهم النوم إلا ما يفسدوا خلق الله، و كلمة لسامي الفهري كل ذنب يرتكبوا كل إنسان عندك مثلوا و أكثر.",Negative
,بصراحة انا معجبتنيش الفازة... اختي غلطت لكن مستحيل نبيع اختي... نستر عليها موش نصلح الغلط بلغلط.... سامي فهري معلم.... لكن في مسلسلاتو برشة تجاوزات ايديولجية  من صعب المجتمع يقبلها برغم انها موجودة فيه... والله شيء ايوقف المخ....,Negative
,شعب عندو انفصام في الشخصية .!,Negative
,يضحك ياسامي برفو برفو,Positive
,هذا الرجل يقول كلام معسول ,Positive
,ملا سلعة لا أخلاق و لا تربية و لا منظر,Negative
,السيدة مايا تعمل مزية تنقص راو كل ضيف جاي تكرهو في روحو بالحاجات الفارغة والي ما عندها لا ساس ولا راس و راو بسبب وجودك كرهنا الفرجة في كلام الناس,Negative
,محلاها البنية و فيه البركة,Positive
,سمحة ياسر,Positive
,tfouh 3ala lom lijabeti ya weld la7ram,Negative
,Ma7lh lmaryol,Positive
,هده  الاستاذة الفاشلة   خدمت معانا في  المدرسة الاعدادية فوشانة وكانت لا تدرس ابدا   تدخل القسم وتنام  ولا يهمها امر التلاميد ولا الرسالة العلمية والتربوية للمربي    ونراها اليوم اوجدت لنفسها  دور  اولست ادري مادا  في  احد الافلام    واقول لها يا سيدتي   تحكي باسم الحرية   في دفاعك عن المثليين  فهل باسم الحرية  تنحط القيم والاخلاق هل نخرج عراة  الى الشارع باسم الحرية  ؟؟؟ يلعن ابو الحرية بمفهومكم هدا,Negative
,برافو لهذا العمل والإنجاز الرائع,Positive
,راك معلم يا لطفي و زيد نفس اللقب انا وياه معناها ولد عمي .ههههععهه,Positive
,Bravoo karimm,Positive
,Masta lasta,Negative
,Kafooooonnn ya mahmachhom,Positive
,Ui bravo 3ychoucha :*,Positive
,rabbi yhanihom ! w ya3tih sa7a rajelha (y),Positive
,ماسط  وأمسط من مقدم البرنامج  يحصر  ع نوفل...,Negative
,عسسسسسسسسل 😍برافو,Positive
,mssataaaaa,Negative
,عسسسسولة محلا ثينو,Positive
,نهارك ازين  ونحنا نحبوك سامي 💜💜💜💜,Positive
,Et5awef,Negative
,"ربي يجمع شملكم 
Yesser classe, finou wa3la tbi3ethaa yeser te3jbni w tal3et 3ndha swayet 7low zeda <3
مثقف و يحب مجتمع يتثقف #برافو
ti3jibniiii <3
Bouuuu zyyynoouu nmouut fyyyyyh
عسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسسله
3ssal
برافو مبروك بنت القصرين
أنيقة جدا آمنة 😍
يهببببببببل
A7sen
Wlh m3allem ! ;)
Mala bnet wlh ma7lehom . Ti sa3at tel9a l5irr f bnaya 5ir men wlayeed
BatBout Wen7ebbouuuuuh <3
نور شيبة ياسر عجبني باأخص في حديثو عن ناجي جلول
braaavooo mayouuussss
نكون اسعد كان نقابلك يا اروع مثقف
مشاء الله
Karim 3alemy
Ye me3alm
bravo ja3fouuur :*
Te3jebny <3 top <3
A7la hanen
تحية لسميرة الاخت الوفية في زمن غابت كل مشاعر الانسانية برافوووو
NOUR CHIBA RAK WAHDEK FIL WAHRA WMAKIFEK 7AD DIMA SPECIAL BRAVO ET BONNE CONTINUATION
ديمة منورة الله آحد عليك أحلى أمونة <3 <3 ربي يحفظك
hbel
ye walid tbarkala 3lik
a7sen memethle b1 <3 <3
marryouma yeser ta7founa w ta3ref tmathil et tt mais t7es fama haja fil mouslsil mch mechya makhrajich a3liha dawr jimla
Mahleeh mwaher
معلم يا شكيب ربي يكثر منك الاعلاميين
<3 <3
bravo
هو صاحب مبدأ محايد كلامو في بلاصطو برافو
ذكية و جميلة #الجزائر
Wa7dk bent l9ass :*            Bravo bent bledi <3
Machaa lah
أنا شخصيا نحبو برشا و ربي معاه و يوفقو في كل خطوة يعملها",Positive
,Vraiment a7la 7al9a n7eb n9oul l rim ryehi ma7leha w ma7la klemha bravo wassel w enssaf lya7yeoui rak mwahra tbarkalah 3lik wassel,Positive
,"Pffff  ya wallah  kartha  kadech t9assi  ya tounes",Negative
,خييييت يجيب الردان,Negative
,اكثر ما يقال علييييه مااااااسط,Negative
,dima mwahra 7asilou tbarkhalah 3lik,Positive
,Mastaaaaa bkoulhaaaaaa,Negative
,Chbih kalb,Negative
,T7isou tefih,Negative
,براڥو جعفور وحدك يا معلم والله زهيتنا وفرهدتنا بروحك لخفيفة ونكتك الحاضرة والي عجبني فيك تعبر بصمتك وبكلامك راك فنان شامل,Positive
,yeeeessser masta la wetek la tamthil wla tanchit,Negative
,Bsara7a tbarkala 3leha tsa5eeef,Positive
,Maaaaaaaseeeeeeet,Negative
,3asoula ma7la zienha fi kol chay,Positive
